client id	hotel id	hotel Name	number of rooms	category of room	hotel Address	price for the night	is balcon	is late Checkout	user check in datetime	user check out datetime	booking channel	length of Stay	room service ordered	num adults	num children	amenities used	payment method
366	26	Truth Resort	64	Standard	ст. Шатки, алл. Молодежная, д. 4/6 стр. 4, 336351	3379.37	False	False	2023-04-12 11:34:48	2023-04-21 11:34:48	Online	4	False	2	1	   Бассейн  	КРЕДИТНАЯ КАРТА
367	65	Drug Resort	72	Suite	п. Бузулук, ул. Петровская, д. 90 к. 5/9, 778564	2735.22	True	False	2023-04-15 10:10:24	2023-04-18 10:10:24	Online	6	True	3	2	Тренажёрный зал	КРЕДИТНАЯ КАРТА
368	88	Middle Grand Hotel	74	Standard	г. Мокшан, ш. Лунное, д. 211 к. 72, 867667	6657.95	False	False	2023-02-26 20:20:01	2023-03-07 20:20:01	Online_rsfWgZ	2	True	1	0	Spa	КРЕДИТНАЯ КАРТА
369	83	Age Luxury Hotel	91	Superior	ст. Быково (метеост.), алл. Вахитова, д. 362, 681947	3216.06	True	False	2023-04-19 08:46:20	2023-04-23 08:46:20	Phone	6	False	1	2	Тренажёрный зал	КРЕДИТНАЯ КАРТА
370	63	Mother Luxury Hotel	31	Deluxe	клх Тольятти, ш. Бабушкина, д. 1/2, 590827	4584.82	False	False	2023-02-24 22:17:26	2023-03-01 22:17:26	Online_UfMkrt	6	False	3	1	   Бассейн  	ДЕБЕТОВАЯ КАРТА
371	63	Avoid Hotel	126	Standard	с. Карпинск, ул. Папанина, д. 39 к. 6, 184020	5893.11	False	False	2023-03-25 09:58:55	2023-03-31 09:58:55	Online_YeCLJi	3	True	1	0	   Бассейн  	КРЕДИТНАЯ КАРТА
372	29	Himself Boutique Hotel	30	Superior	ст. Березники, пер. Клары Цеткин, д. 749 стр. 741, 359683	6157.61	True	False	2023-12-24 18:26:19	2024-01-01 18:26:19	Online_JadPee	5	False	1	0	Тренажёрный зал	БАНКОВСКИЙ ПЕРЕВОД
373	18	Close Boutique Hotel	51	Standard	к. Улан-Удэ, ш. Киевское, д. 6/5 стр. 5/5, 550301	2263.83	True	False	2023-01-10 20:50:58	2023-01-15 20:50:58	Phone	4	False	2	0	Spa	КРЕДИТНАЯ КАРТА
374	77	Religious Boutique Hotel	172	Suite	с. Ребриха, пер. Фестивальный, д. 78, 488085	2000.0	False	False	2023-11-19 15:19:38	2023-11-20 15:19:38	Online	6	True	2	1	Тренажёрный зал	КРЕДИТНАЯ КАРТА
375	37	Truth Resort	45	Standard	к. Шерегеш, ш. Буденного, д. 70, 017407	4628.01	False	False	2023-09-16 18:05:14	2023-09-25 18:05:14	Online	3	False	2	0	Spa	НАЛИЧНЫЕ
376	66	Memory Resort	61	Superior	ст. Южно-Курильск, ул. Бригадная, д. 926, 021507	8084.03	False	False	2023-07-14 19:04:21	2023-07-23 19:04:21	Online	2	False	3	0	   Бассейн  	НАЛИЧНЫЕ
377	17	Drive Hotel	47	Superior	клх Озеры, ш. Осипенко, д. 784 к. 1, 362440	5806.7	False	False	2023-11-03 15:43:46	2023-11-08 15:43:46	Phone	4	False	2	0	   Бассейн  	КРЕДИТНАЯ КАРТА
378	25	Stuff Spa	40	Standard	клх Долинск, наб. Путевая, д. 38, 319489	2794.41	False	True	2023-06-14 15:40:41	2023-06-20 15:40:41	Online	5	False	1	0	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
379	59	War Grand Hotel	153	Standard	к. Апрелевка, ш. Вольное, д. 44, 226680	9651.86	True	False	2023-10-19 23:24:54	2023-10-24 23:24:54	Online	2	False	1	1	Тренажёрный зал	КРЕДИТНАЯ КАРТА
380	24	Opportunity Spa	90	Suite	к. Котельнич, алл. Добролюбова, д. 96 к. 703, 441616	4188.72	True	False	2023-04-26 17:41:54	2023-04-27 17:41:54	Phone	5	False	1	0	Spa	БАНКОВСКИЙ ПЕРЕВОД
381	82		158	Suite		3175.85	False	False	2023-03-28 04:24:39	2023-03-30 04:24:39	Online_sGJWli	4	True	1	1		КРЕДИТНАЯ КАРТА
382	63	Product Boutique Hotel	180	Suite	г. Октябрьский (Башк.), ш. Чкалова, д. 29 к. 5/4, 686760	4516.05	False	False	2023-08-04 09:52:37	2023-08-12 09:52:37	Online	5	False	3	1	   Бассейн  	КРЕДИТНАЯ КАРТА
383	53	Choose Inn	82	Superior	г. Чебаркуль, ш. Зеленое, д. 6 стр. 6, 004183	2000.0	True	False	2023-07-11 08:49:38	2023-07-12 08:49:38	Phone	1	False	2	0	   Бассейн  	БАНКОВСКИЙ ПЕРЕВОД
384	50	Box Hotel	84	Standard	п. Радужный, ш. Красина, д. 5/7, 263412	6897.04	True	True	2023-08-16 11:21:01	2023-08-23 11:21:01	Travel Agency	6	False	3	0	Spa	НАЛИЧНЫЕ
385	53	Out Grand Hotel	48	Superior	д. Карабулак, бул. Поселковый, д. 91 стр. 6, 404459	8993.46	True	False	2023-10-05 12:07:34	2023-10-07 12:07:34	Online	4	False	1	1	Spa	КРЕДИТНАЯ КАРТА
386	79	Perform Hotel	48	Superior	к. Юрьев-Польский, ш. Народное, д. 64 стр. 83, 328128	5074.13	False	False	2023-12-27 20:21:57	2023-12-28 20:21:57	Online	6	True	3	0	Тренажёрный зал	НАЛИЧНЫЕ
387	1	Card Luxury Hotel	26	Suite	ст. Березники, пер. Клары Цеткин, д. 749 стр. 741, 359683	3212.02	True	False	2023-03-08 10:57:49	2023-03-13 10:57:49	Phone	4	False	1	0	   Бассейн  	НАЛИЧНЫЕ
388	2	Avoid Hotel	59	Suite	с. Ребриха, пер. Фестивальный, д. 78, 488085	7026.38	False	False	2023-02-10 18:04:07	2023-02-11 18:04:07	Phone	3	False	3	0	   Бассейн  	КРЕДИТНАЯ КАРТА
389	47	Study Grand Hotel	60	Standard	с. Верхний Баскунчак, ул. Володарского, д. 7/7, 855700	4331.56	False	False	2023-03-11 02:03:44	2023-03-16 02:03:44	Travel Agency	5	False	3	1		БАНКОВСКИЙ ПЕРЕВОД
390	45	Mind Inn	133	Superior	п. Бузулук, ул. Петровская, д. 90 к. 5/9, 778564	6479.79	False	False	2023-08-19 13:44:59	2023-08-23 13:44:59	Phone	1	False	2	1	   Бассейн  	ДЕБЕТОВАЯ КАРТА
391	39	Himself Boutique Hotel	180	Standard	с. Карпинск, ул. Папанина, д. 39 к. 6, 184020	3698.24	False	False	2023-11-30 14:10:27	2023-12-06 14:10:27	Online	5	False	1	2	   Бассейн  	КРЕДИТНАЯ КАРТА
392	84	Culture Spa	46	Standard	к. Юрьев-Польский, ш. Народное, д. 64 стр. 83, 328128	6539.17	False	False	2023-12-18 19:40:47	2023-12-20 19:40:47	Phone	3	True	1	2	Spa	КРЕДИТНАЯ КАРТА
393	73	Middle Grand Hotel	110	Standard	ст. Онега, пер. Белинского, д. 5/7 стр. 1, 790830	5229.27	False	False	2023-10-14 04:14:36	2023-10-17 04:14:36	Online_BAtjmz	9	False	1	2	Тренажёрный зал	КРЕДИТНАЯ КАРТА
394	1	Condition Boutique Hotel	147	Standard	клх Приозерск, алл. Громова, д. 7 к. 8, 549883	8119.42	True	False	2023-01-20 00:21:47	2023-01-23 00:21:47	Phone	4	False	1	0	   Бассейн  	КРЕДИТНАЯ КАРТА
395	24	Successful Resort	97	Suite	с. Ржев, пр. Новоселов, д. 289 к. 7/5, 279218	8108.94	False	False	2023-11-23 07:47:39	2023-12-01 07:47:39	Online	3	False	3	1	Spa	НАЛИЧНЫЕ
396	74	Production Spa	144	Superior	с. Батайск, ш. Высотное, д. 5 к. 7, 986577	7672.24	False	False	2023-09-22 21:32:29	2023-09-26 21:32:29	Online	4	True	3	1	Тренажёрный зал	БАНКОВСКИЙ ПЕРЕВОД
397	34	Culture Spa	127	Superior	с. Ржев, пр. Новоселов, д. 289 к. 7/5, 279218		False	False	2023-02-13 09:50:02	2023-02-17 09:50:02	Online	3	False	1	0	   Бассейн  	БАНКОВСКИЙ ПЕРЕВОД
398	16	Book Hotel	86	Standard	с. Карпинск, ул. Папанина, д. 39 к. 6, 184020	7416.53	False	True	2023-05-26 10:42:51	2023-05-31 10:42:51	Phone	3	True	3	1	Тренажёрный зал	КРЕДИТНАЯ КАРТА
399	87	Call Lodge	165	Superior	к. Котельнич, алл. Добролюбова, д. 96 к. 703, 441616	5084.89	False	False	2023-08-10 17:26:39	2023-08-11 17:26:39	Phone	3	False	3	2		КРЕДИТНАЯ КАРТА
400	66	Yet Resort	129	Standard	с. Старая Русса, ул. Осенняя, д. 79 стр. 2, 262996	3021.96	False	False	2023-01-19 13:01:16	2023-01-28 13:01:16	Phone	7	True	2	0	Тренажёрный зал	КРЕДИТНАЯ КАРТА
401	58	Key Grand Hotel	156	Standard	к. Улан-Удэ, ш. Киевское, д. 6/5 стр. 5/5, 550301	7884.15	True	False	2023-02-23 00:53:53	2023-02-24 00:53:53	Phone	7	False	2	0	Тренажёрный зал	КРЕДИТНАЯ КАРТА
402	53	Hotel Hotel	36	Standard	п. Оймякон, алл. Гвардейская, д. 7/6 стр. 7, 142214	4048.64	False	False	2023-07-28 23:14:58	2023-08-05 23:14:58	Travel Agency	3	True	2	0	   Бассейн  	НАЛИЧНЫЕ
403	89	Final Spa	92	Superior	ст. Онега, пер. Белинского, д. 5/7 стр. 1, 790830	4087.29	True	True	2023-03-09 14:17:44	2023-03-16 14:17:44	Online	5	True	1	2	   Бассейн  	КРЕДИТНАЯ КАРТА
404	43	Book Inn	192	Standard	г. Санкт-Петербург, наб. Поперечная, д. 6/7 стр. 678, 833095	4555.96	True	False	2023-05-21 06:39:29	2023-05-25 06:39:29	Online	3	False	2	1	   Бассейн  	КРЕДИТНАЯ КАРТА
405	88		196	Standard		2000.0	False	False	2023-09-22 08:41:34	2023-09-26 08:41:34	Online	1	False	2	2	   Бассейн  	КРЕДИТНАЯ КАРТА
406	94	People Luxury Hotel	194	Superior	клх Пушкино (Моск.), пер. Хвойный, д. 70, 803311		False	False	2023-12-18 07:59:15	2023-12-25 07:59:15	Phone	4	False	2	0	Spa	ДЕБЕТОВАЯ КАРТА
407	95	Blood Spa	182	Standard	с. Пятигорск, бул. Придорожный, д. 93 к. 2, 355614	6670.83	True	False	2023-06-18 03:15:02	2023-06-25 03:15:02	Online	3	False	1	0	Spa	БАНКОВСКИЙ ПЕРЕВОД
408	84	Mother Luxury Hotel	107	Standard	с. Дзержинск, ул. Громова, д. 3/1 стр. 9/7, 442892	5529.37	True	False	2023-02-02 03:25:09	2023-02-08 03:25:09	Online	5	False	2	1		КРЕДИТНАЯ КАРТА
409	100	Receive Inn	101	Standard	к. Оренбург, ш. Мира, д. 6, 844886	3652.16	False	True	2023-01-19 08:57:32	2023-01-24 08:57:32	Online	5	True	1	0	   Бассейн  	БАНКОВСКИЙ ПЕРЕВОД
410	91	Study Grand Hotel	84	Suite	г. Ясный (Оренб.), ул. Томская, д. 1 стр. 77, 207153	2701.7	False	False	2023-07-27 08:21:09	2023-07-29 08:21:09	Phone	4	False	2	0	   Бассейн  	КРЕДИТНАЯ КАРТА
411	61	With Grand Hotel	165	Deluxe	г. Мокшан, ш. Лунное, д. 211 к. 72, 867667	2000.0	False	False	2023-01-26 18:54:53	2023-01-31 18:54:53	Online_NXFpIA	5	False	2	1		КРЕДИТНАЯ КАРТА
412	71	Civil Inn	96	Superior	с. Устюжна, пер. Пионерский, д. 8/3, 813271	2619.47	False	False	2023-08-31 11:27:32	2023-09-05 11:27:32	Online	4	False	1	2	Тренажёрный зал	КРЕДИТНАЯ КАРТА
413	25	Address Resort	160	Superior	д. Шаховская, наб. 60 лет СССР, д. 10 к. 6/3, 761076	8005.35	False	False	2023-02-18 23:31:26	2023-02-19 23:31:26	Phone	3	True	1	2	   Бассейн  	КРЕДИТНАЯ КАРТА
414	88	Product Boutique Hotel	61	Superior	д. Чусовой, алл. 70 лет Октября, д. 599 стр. 1/3, 216857	6310.73	True	False	2023-04-07 23:26:56	2023-04-11 23:26:56	Online	3	False	3	1	   Бассейн  	КРЕДИТНАЯ КАРТА
415	33	Yourself Luxury Hotel	131	Superior	к. Шерегеш, ш. Буденного, д. 70, 017407	5123.09	True	False	2023-05-15 08:24:44	2023-05-22 08:24:44	Phone	5	False	3	1	Тренажёрный зал	КРЕДИТНАЯ КАРТА
416	89	Fall Resort	94	Suite	г. Дно, ул. Фабричная, д. 8 стр. 7, 880983	6769.01	True	False	2023-12-19 05:31:39	2023-12-22 05:31:39	Online	6	False	2	0	Тренажёрный зал	КРЕДИТНАЯ КАРТА
417	62	Senior Inn	139	Suite	клх Ухта, бул. Донской, д. 578 стр. 272, 951865	3276.16	False	False	2023-11-12 15:08:59	2023-11-18 15:08:59	Travel Agency	4	True	1	2	   Бассейн  	КРЕДИТНАЯ КАРТА
418	74	Republican Grand Hotel	33	Standard	с. Ребриха, пер. Фестивальный, д. 78, 488085	9915.77	False	True	2023-02-05 06:30:35	2023-02-08 06:30:35	Online	1	False	2	2	Тренажёрный зал	КРЕДИТНАЯ КАРТА
419	45	Agreement Spa	69	Standard	п. Эльбрус, алл. Смоленская, д. 9/3 стр. 68, 511073	4547.04	False	True	2023-02-18 09:37:58	2023-02-22 09:37:58	Online	7	True	2	0	Тренажёрный зал	КРЕДИТНАЯ КАРТА
420	45	Middle Grand Hotel	124	Superior	г. Екатеринбург, алл. Рязанская, д. 221 к. 47, 305506	2521.96	False	False	2023-02-03 01:02:37	2023-02-10 01:02:37	Phone	4	False	3	1	Тренажёрный зал	БАНКОВСКИЙ ПЕРЕВОД
421	95	Truth Resort	95	Standard	п. Бузулук, ул. Петровская, д. 90 к. 5/9, 778564	5981.87	True	False	2023-09-22 03:39:23	2023-10-01 03:39:23	Travel Agency	3	False	2	0	Тренажёрный зал	НАЛИЧНЫЕ
422	35	Perform Hotel	175	Deluxe	к. Шерегеш, ш. Буденного, д. 70, 017407	6367.18	True	False	2023-10-02 08:22:18	2023-10-04 08:22:18	Phone	2	True	1	2		КРЕДИТНАЯ КАРТА
423	50	Book Inn	113	Superior	с. Шадринск, пер. Омский, д. 26 к. 4/9, 639875	2545.66	True	False	2023-10-20 08:31:47	2023-10-29 08:31:47	Phone	4	False	3	1	Тренажёрный зал	КРЕДИТНАЯ КАРТА
424	42	Republican Grand Hotel	20	Standard	г. Сыктывкар, ш. 40 лет Октября, д. 6/4 стр. 2/1, 057968	10991.99	False	False	2023-05-05 10:29:28	2023-05-08 10:29:28	Phone	3	False	1	0	   Бассейн  	БАНКОВСКИЙ ПЕРЕВОД
425	47	Crime Boutique Hotel	74	Suite	с. Гремячинск (Бурят.), ш. Ясное, д. 731 к. 470, 473778	5238.97	True	False	2023-08-26 02:22:21	2023-08-29 02:22:21	Online	4	True	3	1	Тренажёрный зал	КРЕДИТНАЯ КАРТА
426	6	Call Lodge	196	Standard	п. Астрахань, ул. Прудная, д. 5/8, 875565	4510.98	False	False	2023-09-23 15:19:55	2023-09-27 15:19:55	Phone	4	False	3	2	Spa	КРЕДИТНАЯ КАРТА
427	71	Himself Boutique Hotel	148	Superior	г. Октябрьский (Башк.), ш. Чкалова, д. 29 к. 5/4, 686760	3550.25	False	False	2023-09-02 06:44:41	2023-09-06 06:44:41	Online	2	True	1	0	   Бассейн  	КРЕДИТНАЯ КАРТА
428	21	People Luxury Hotel	24	Suite	клх Новая Игирма, ш. Попова, д. 9 к. 543, 028063	2600.99	True	True	2023-01-23 20:14:43	2023-02-01 20:14:43	Phone	8	False	3	0	   Бассейн  	КРЕДИТНАЯ КАРТА
429	67	From Lodge	60	Standard	клх Озеры, ш. Осипенко, д. 784 к. 1, 362440	8829.85	True	True	2023-03-15 05:24:04	2023-03-22 05:24:04	Online	5	True	3	2	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
430	97	Yourself Luxury Hotel	171	Superior	п. Зеленоград, ш. Лесхозное, д. 806, 764497	7347.47	True	False	2023-01-15 19:23:06	2023-01-21 19:23:06	Online	3	False	2	0		КРЕДИТНАЯ КАРТА
431	7	Successful Resort	184	Superior	г. Южно-Курильск, ул. Кузнецова, д. 4/6, 039620	4250.51	False	False	2023-07-22 04:47:52	2023-07-27 04:47:52	Online	6	True	3	1	Spa	КРЕДИТНАЯ КАРТА
432	18	Yard Lodge	83	Superior	с. Павловская, пер. Сосновый, д. 31 стр. 1/3, 939902	4850.49	True	False	2023-12-22 07:55:14	2023-12-23 07:55:14	Phone	3	False	1	2		КРЕДИТНАЯ КАРТА
433	93	Religious Boutique Hotel	80	Deluxe	г. Сыктывкар, ш. 40 лет Октября, д. 6/4 стр. 2/1, 057968	4870.18	False	False	2023-12-03 11:11:03	2023-12-07 11:11:03	Online_MZNSLM	2	False	3	1		КРЕДИТНАЯ КАРТА
434	4	Heart Spa	40	Standard	клх Камышин, бул. Совхозный, д. 48 стр. 881, 362337	2533.91	True	True	2023-07-08 20:58:15	2023-07-17 20:58:15	Online	6	False	1	1	Тренажёрный зал	КРЕДИТНАЯ КАРТА
435	1	Arrive Lodge	52	Deluxe	г. Сыктывкар, ш. 40 лет Октября, д. 6/4 стр. 2/1, 057968	4309.14	False	False	2023-01-21 08:58:47	2023-01-29 08:58:47	Online	3	True	1	0	Spa	КРЕДИТНАЯ КАРТА
436	75	Himself Boutique Hotel	183	Deluxe	клх Тольятти, ш. Бабушкина, д. 1/2, 590827	3569.95	False	False	2023-03-22 07:02:22	2023-03-31 07:02:22	Online	2	False	3	0	Spa	КРЕДИТНАЯ КАРТА
437	16	With Grand Hotel	135	Suite	с. Пятигорск, бул. Придорожный, д. 93 к. 2, 355614	4356.56	True	False	2023-06-26 20:43:48	2023-07-03 20:43:48	Online	2	False	2	1	Тренажёрный зал	НАЛИЧНЫЕ
438	20	Mind Inn	177	Standard	г. Дно, ул. Фабричная, д. 8 стр. 7, 880983	4689.06	False	False	2023-03-13 11:32:47	2023-03-20 11:32:47	Online	3	False	2	2	Тренажёрный зал	БАНКОВСКИЙ ПЕРЕВОД
439	79	Work Grand Hotel	120	Superior	к. Ногинск (Моск.), ул. Поселковая, д. 7/8, 190571	6741.35	False	True	2023-03-14 02:12:00	2023-03-15 02:12:00	Online	1	False	3	2	Spa	ДЕБЕТОВАЯ КАРТА
440	77	Strategy Boutique Hotel	197	Standard	к. Ногинск (Моск.), ул. Поселковая, д. 7/8, 190571	4701.27	False	True	2023-05-21 11:25:03	2023-05-23 11:25:03	Online	7	True	1	2		ДЕБЕТОВАЯ КАРТА
441	6	Wish Luxury Hotel	153	Deluxe	п. Саянск, наб. Щербакова, д. 69 к. 116, 378338	6764.27	True	False	2023-04-04 01:07:15	2023-04-08 01:07:15	Phone	2	False	1	1	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
442	33	Provide Grand Hotel	72	Suite	д. Приморско-Ахтарск, алл. Декабристов, д. 73 стр. 9, 151451	6312.39	False	False	2023-09-30 03:18:47	2023-10-07 03:18:47	Online_XjiwqH	7	False	3	2	Spa	ДЕБЕТОВАЯ КАРТА
443	97	Somebody Boutique Hotel	69	Standard	п. Астрахань, ул. Прудная, д. 5/8, 875565	2000.0	False	True	2023-09-30 22:40:27	2023-10-09 22:40:27	Phone	5	False	3	2	Тренажёрный зал	КРЕДИТНАЯ КАРТА
444	32	Skin Lodge	34	Superior	п. Астрахань, ул. Прудная, д. 5/8, 875565	10539.27	False	True	2023-02-14 08:29:01	2023-02-18 08:29:01	Online_kvLJNu	3	False	2	0		КРЕДИТНАЯ КАРТА
445	50	Call Lodge	23	Superior	к. Ногинск (Моск.), ул. Поселковая, д. 7/8, 190571	3999.36	False	False	2023-03-05 10:47:34	2023-03-09 10:47:34	Online	6	False	1	2	   Бассейн  	НАЛИЧНЫЕ
446	96	Work Grand Hotel	28	Standard	ст. Териберка, бул. Байкальский, д. 80 стр. 6/3, 169939	5993.53	True	False	2023-06-12 14:03:36	2023-06-19 14:03:36	Phone	7	True	2	1	Spa	ДЕБЕТОВАЯ КАРТА
447	73	Successful Resort	110	Standard	п. Беломорск, бул. Коммуны, д. 5/2 стр. 7, 788752		False	False	2023-06-24 20:18:54	2023-07-03 20:18:54	Online	3	True	1	2		КРЕДИТНАЯ КАРТА
448	16	Data Boutique Hotel	65	Standard	п. Добрянка, ул. Лазо, д. 129, 283702	7419.78	False	False	2023-09-11 00:35:15	2023-09-19 00:35:15	Online	6	False	1	1	   Бассейн  	КРЕДИТНАЯ КАРТА
449	20		182	Standard		7740.02	True	False	2023-05-27 04:41:59	2023-06-02 04:41:59	Travel Agency	3	False	1	1	   Бассейн  	ДЕБЕТОВАЯ КАРТА
450	15	Call Lodge	35	Standard	д. Северо-Курильск, ш. Заозерное, д. 41 стр. 91, 331793	10231.37	False	False	2023-02-23 07:03:40	2023-02-28 07:03:40	Online	7	False	3	2	Тренажёрный зал	НАЛИЧНЫЕ
451	89	Wall Spa	110	Suite	п. Радужный, ш. Красина, д. 5/7, 263412		False	False	2023-07-02 23:31:31	2023-07-11 23:31:31	Phone	5	True	2	1	   Бассейн  	КРЕДИТНАЯ КАРТА
452	72	Institution Inn	91	Standard	с. Гремячинск (Бурят.), ш. Ясное, д. 731 к. 470, 473778	3973.83	False	True	2023-09-27 16:00:38	2023-10-01 16:00:38	Online	4	True	2	1		НАЛИЧНЫЕ
453	70	Card Luxury Hotel	195	Superior	п. Кулунда, ш. Ватутина, д. 72 стр. 2, 417685	2000.0	False	False	2023-03-06 13:29:12	2023-03-08 13:29:12	Online	6	True	2	0	Spa	БАНКОВСКИЙ ПЕРЕВОД
454	52	Civil Inn	57	Suite	клх Долинск, наб. Путевая, д. 38, 319489	2634.05	True	True	2023-07-03 15:24:07	2023-07-11 15:24:07	Online	5	False	2	1	   Бассейн  	КРЕДИТНАЯ КАРТА
455	25	Position Spa	39	Suite	п. Забайкальск, наб. Трудовая, д. 23 к. 30, 790420	2000.0	True	True	2023-05-17 02:38:17	2023-05-20 02:38:17	Phone	2	False	1	1	Тренажёрный зал	КРЕДИТНАЯ КАРТА
456	13	Drug Resort	162	Standard	ст. Онега, пер. Белинского, д. 5/7 стр. 1, 790830	3178.14	False	False	2023-01-02 18:42:32	2023-01-08 18:42:32	Travel Agency	7	False	1	0	Spa	КРЕДИТНАЯ КАРТА
457	34	Card Luxury Hotel	134	Standard	с. Старая Русса, ул. Осенняя, д. 79 стр. 2, 262996		False	True	2023-05-11 05:20:35	2023-05-16 05:20:35	Phone	2	False	3	0		КРЕДИТНАЯ КАРТА
458	79	Fall Resort	189	Suite	к. Шерегеш, ш. Буденного, д. 70, 017407	2846.37	False	False	2023-06-13 16:46:24	2023-06-16 16:46:24	Online	6	False	1	1	Тренажёрный зал	БАНКОВСКИЙ ПЕРЕВОД
459	64	Blood Spa	134	Standard	с. Верхний Баскунчак, ул. Володарского, д. 7/7, 855700	3870.76	False	True	2023-02-13 03:42:39	2023-02-16 03:42:39	Phone	7	False	2	1	Тренажёрный зал	КРЕДИТНАЯ КАРТА
460	13	Treat Grand Hotel	25	Standard	г. Каменномостский, наб. Лермонтова, д. 65, 340358	4759.02	False	False	2023-04-14 23:54:50	2023-04-19 23:54:50	Online_qaHeYv	3	False	2	2	   Бассейн  	КРЕДИТНАЯ КАРТА
461	37	Recent Luxury Hotel	191	Standard	к. Клин, ул. Пролетарская, д. 9, 504477	7976.9	False	False	2023-01-12 15:40:40	2023-01-18 15:40:40	Online	6	False	1	1	Spa	КРЕДИТНАЯ КАРТА
462	32	War Grand Hotel	85	Standard	клх Озеры, ш. Осипенко, д. 784 к. 1, 362440	5487.59	False	False	2023-05-10 02:48:55	2023-05-19 02:48:55	Online_ZsldBe	4	False	3	2	Spa	КРЕДИТНАЯ КАРТА
463	34	Attack Lodge	46	Suite	д. Чусовой, алл. 70 лет Октября, д. 599 стр. 1/3, 216857	5275.6	True	False	2023-08-29 22:10:08	2023-09-02 22:10:08	Online_GnkZao	4	False	1	1	Spa	КРЕДИТНАЯ КАРТА
464	75	Call Lodge	157	Deluxe	к. Ногинск (Моск.), ул. Поселковая, д. 7/8, 190571	2000.0	True	True	2023-11-09 19:24:41	2023-11-15 19:24:41	Travel Agency	6	False	2	2	   Бассейн  	КРЕДИТНАЯ КАРТА
465	72	Information Hotel	41	Deluxe	с. Старая Русса, ул. Осенняя, д. 79 стр. 2, 262996	10024.01	False	False	2023-07-14 07:53:43	2023-07-16 07:53:43	Online	6	False	3	0		НАЛИЧНЫЕ
466	78	Summer Resort	81	Suite	к. Апрелевка, ш. Вольное, д. 44, 226680	5105.64	False	False	2023-04-13 12:00:24	2023-04-16 12:00:24	Online	4	True	2	2	Тренажёрный зал	КРЕДИТНАЯ КАРТА
467	16	Or Grand Hotel	140	Standard	г. Сыктывкар, ш. 40 лет Октября, д. 6/4 стр. 2/1, 057968	5369.42	False	False	2023-10-15 11:15:38	2023-10-24 11:15:38	Online	3	False	1	2	   Бассейн  	БАНКОВСКИЙ ПЕРЕВОД
468	97	Skin Lodge	125	Superior	г. Южно-Курильск, ул. Кузнецова, д. 4/6, 039620	7976.04	False	False	2023-03-07 23:16:56	2023-03-12 23:16:56	Travel Agency	5	True	2	1	   Бассейн  	ДЕБЕТОВАЯ КАРТА
469	6	Civil Inn	20	Standard	п. Радужный, ш. Красина, д. 5/7, 263412	4842.11	False	False	2023-11-19 13:44:07	2023-11-21 13:44:07	Online_mdBGGB	5	False	1	1	   Бассейн  	КРЕДИТНАЯ КАРТА
470	83	Receive Inn	108	Standard	п. Саянск, наб. Щербакова, д. 69 к. 116, 378338	6881.01	False	False	2023-07-02 08:14:50	2023-07-05 08:14:50	Online	10	True	3	1	Spa	ДЕБЕТОВАЯ КАРТА
471	38	Make Boutique Hotel	131	Suite	д. Северо-Курильск, ш. Заозерное, д. 41 стр. 91, 331793	3050.09	False	False	2023-06-24 21:17:32	2023-06-25 21:17:32	Online_qPGuao	4	False	1	1		ДЕБЕТОВАЯ КАРТА
472	73	Receive Inn	45	Suite	д. Северо-Курильск, ш. Заозерное, д. 41 стр. 91, 331793	2637.12	False	False	2023-11-28 11:26:50	2023-12-04 11:26:50	Phone	6	False	2	1		БАНКОВСКИЙ ПЕРЕВОД
473	78	Middle Grand Hotel	42	Standard	клх Вологда, ул. Горняцкая, д. 1, 499690	2000.0	False	False	2023-04-10 09:55:57	2023-04-11 09:55:57	Online	4	True	3	1		НАЛИЧНЫЕ
474	95	Several Inn	109	Superior	с. Ребриха, пер. Фестивальный, д. 78, 488085	5265.82	True	False	2023-05-12 15:38:21	2023-05-18 15:38:21	Online	6	False	3	1		ДЕБЕТОВАЯ КАРТА
475	39	Become Hotel	176	Standard	к. Шерегеш, ш. Буденного, д. 70, 017407	2419.56	False	False	2023-06-28 18:13:09	2023-07-06 18:13:09	Online	3	False	1	1	Spa	ДЕБЕТОВАЯ КАРТА
476	81	Wish Luxury Hotel	119	Superior	с. Ржев, пр. Новоселов, д. 289 к. 7/5, 279218	7418.33	True	False	2023-02-22 08:44:30	2023-02-27 08:44:30	Online	5	True	1	0	   Бассейн  	ДЕБЕТОВАЯ КАРТА
477	62	Paper Resort	138	Suite	д. Оленек, ул. Жданова, д. 479 стр. 51, 706307	2000.0	False	False	2023-01-21 01:58:02	2023-01-23 01:58:02	Online	4	False	1	0		НАЛИЧНЫЕ
478	87	Book Hotel	151	Standard	к. Котельнич, алл. Добролюбова, д. 96 к. 703, 441616	2922.61	False	False	2023-05-06 11:37:37	2023-05-13 11:37:37	Online	2	False	3	1	Тренажёрный зал	БАНКОВСКИЙ ПЕРЕВОД
479	33	Arrive Lodge	61	Suite	п. Ярославль, ш. Фадеева, д. 320 к. 25, 510506	5558.06	False	False	2023-09-26 10:32:44	2023-10-04 10:32:44	Online	7	False	2	2	Тренажёрный зал	БАНКОВСКИЙ ПЕРЕВОД
